image_name,tweet_translation,sms_translation,sms_language,topic_label,binary_label
D5hJlaJW0AEdvLc.jpg,"Note this very sophisticated SMS scam @Suncorp - scammers had my full name, my telephone number and a very realistic looking link. The SMS came from ‘Suncorp’ https://t.co/razkjaSVlu",your account may be suspended . Please complete verification steps : http : // verify.suncorpbank.link,en,phishing-account alarm,harmful
DkelapoX0AAp1Ot.jpg,@Airtel_Presence  sir do you send any SMS to subscriber who wish to PORT their number. I have received now and it seems to be fraud. Please check. Screen shot attached https://t.co/Qid5L2ODXX,"Dear Customer , we have received a request re garding your Airtel num ber 9897445438 from a non - registered email ID . Please click here http : // srkl.in/6000Blkobs to authenticate your ac count and help us process your request .",en,scam-account alarm,harmful
ExIKqEwVEAAwM0o.jpg,There is a similar scam in Australia with Australia Post deliveries. I received an SMS with a link to a fake Australia Post website where I was asked to pay $3.30 for what I knew was a free package delivery. Had I done so they would have cleaned out my account #AustraliaPostscam https://t.co/VUoaI63GFq,is waiting at our distribution center . Authorization is required to complete delivery : sz5np30.site/Tejx,en,scam-delivery,harmful
EMeVUeQWwAAzr-7.jpg,Received a scam SMS pretending to be  @lunomoney. Please be careful everyone. #bitcoin https://t.co/F6LXxCqEAW #SpamShame https://t.co/zoh82p48X7,Visit http://bit.ly/34QnQDV to validate your Luno Account on the 2020 TSL / SSL Server and keep your Account Active to avoid Wallet de - activation .,en,scam-account alarm,harmful
EF7QA1qUEAM6Z5r.jpg,"@IncomeTaxIndia have a look at this SMS, looks like phishing attempt https://t.co/bmAcNJ0SMs","Important Alert ! Dear Mahipal Singh Panwar  the Incometax_Department requires you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax refund of 19,150INR . http : // 178.159.7.14/ITRef",en,scam-tax,harmful
Eu0qYYnWQAEBEg7.jpg,"Na wa oo, just because I complained about zenith bank taking #824 for SMS charge, this one thinks he can scam me. 

Zenith bank customer care with 2 followers😂😂I was about insulting the hell out of the person’s life before he/she blocked me. https://t.co/UFqXt1pkNQ",Kindly send us your Zenith Bank account number to enable us review your complaint and assist appropriately . Thank you !,en,scam-financial,harmful
DpUn2nnW0AAF5ZT.jpg,I'm concerned about growing number of identity theft via #SMS #scam - here is another one today from @AppleSupport #iMessage supposedly asking to sign into secure-ios website ? Really? I'd count my lucky android stars... https://t.co/tWiV9ovjH8,The ID associated with this number has been locked for security reasons . Please follow the link to unlock your account,en,scam-account alarm,harmful
EM8SXw6VAAIYKma.jpg,"@Airtel_Presence @TRAI Continuous received spam SMS
I hope @airtelindia @TRAI will take action immediately. https://t.co/K2LBZ0NUIB","CELEBRATE NYE 2020 DJ PARTY AT SHAUKEENS ALIGANJ EAT DRINK DANCE HURRY UP AND GRAB YOUR PASSES NOW TO AVAIL SPECIAL DISCOUNTS CALL 6390340012,6390340013",en,spam-promo,harmful
Ecav1PMXkAEu1a4.jpg,I really need these SMS spam bots that have been texting me to relax. https://t.co/quwx7BoBDn,"Today , 12:37 PM Hi , Take off Skin Tags , Moles , Acne , Scaring & others Unsightly marks . Results within 8 hours . htt p : //ynaatjerp.com/ojnZt98y . stop = stop",en,spam-promo,harmful
E4k6_8hVEAQ9AAY.jpg,"Ahh, SMS Spam. #LOL #IRSBidenCrapSpam #PhishingAttempt #DontClickLink #ProarilyMalwareSo 🤷‍♂️ https://t.co/YeZf3BpHtT",Biden announces he wants up to 43 % of your retirement gains . 2021 IRS Loophole may be your only way out https://link.goldco.com/loophole Reply STOP to opt out .,en,spam-other,harmful
EzAFvDkUYAksmLR.jpg,"Weh @MaxisListens, Don&#39;t spam your customer&#39;s SMS. SMS people but off function reply, ape has a bad temper, macamame I&#39;m like reply maki back. https://t.co/gVm6scK2yV",RMO . Personalize your caller ringtone with CRT Hits at only RM3 each & renewed at RM2 / mth each . To activate You ( Various Artists ) dial * 131 * 680807 # . this is how you fall in love ( Chelsea Cutler & Jeremy Zucker ) dial * 131 * 680780 # .,en,spam-promo,harmful
ErLGNtJUUAEYrXk.jpg,"‼️ Scam alert - free giveaway‼️

Don't be tricked by an SMS claiming you've won a gift for shopping at JB Hi-Fi last year - it's a scam to get your credit card details and sign you up to a subscription streaming service: 

https://t.co/pzQ54bAW33

#wascamnet https://t.co/0EAxXxGjg8",! You made a purchase in our JB - stores in 2020 and entered our draw by doing this - You have won a gift : beOq.me/ 58 L5,en,scam-prize,harmful
D-CxtAFWkAAcXYh.jpg,"@Cybercellindia @PMOIndia : got a spam SMS from this organisation, got a call just now from +918709767280 threatened with dire consequences.. pl chk https://t.co/sFy45KP5jw","Dear Customer Con gratulations ! Snapdeal online shopping Pvt.Ltd Company . You Have Win 1st Prize ( Tata nexon car ) Amount Price is Rs 7,50,000 / - You Can Take Your Prize Pay Service Charge Tax Rs - 7,500 / Deposit on 27-06-2019 Contact For Details Helpline no - 6289195538",en,scam-prize,harmful
EGGeqC-XkAEMwHA.jpg,"@RevolutApp morning, just got a sms like this and I’m sure it’s a fraud. Didn’t touched the link but wanted to let you know. https://t.co/ukIyYr0xeJ",REVOLUT : Your authorisation code is : 108-691 - If this was not you please confirm your details via : www.online security.icu,en,scam-account alarm,harmful
E10zNc6UcAM8QW3.jpg,Just keep going.... why ask us to report spam sms to @myXLCare? Does that have an effect? https://t.co/vGrOrS6vtO,"FOREX SAHAM ONLINE 600rb GET 7jt 1jt GET 15jt 1,5jt GET 32jt 2jt GET 40jt 4jt GET 80jt 5jt GET 95jt 7jt GET 120jt u / info lanjut : www.tradingforex-saham.com",en,spam-promo,harmful
D3x2tizW0AA7pVD.jpg,@santanderukhelp just wanted to report a (pretty poor) sms phishing attempt https://t.co/7YGxrR4wLH,"Santander :: We would like to confirm a transaction for 3480Gbp to B & Q stores , Please call us on 08006893523 . Z",en,phishing-financial,harmful
D427tixVUAANpGc.jpg,@WellsFargo SMS Phish going around URL is http://iebspoed[.]com Added it to Passivetotal Project https://t.co/NPqhGdmwft #phishing #malware https://t.co/bbm9cSV85i,FRM : wellsfargo - services MSG : Your account has been locked for your protection . To restore visit http://iebspoed.com,en,phishing-account alarm,harmful
EYy38BvXkAAm4ae.jpg,@RevolutApp hello received this SMS despite not having Revolut - looking at other replies seems it's a phishing thing rather then genuine https://t.co/HmtlAXlDWA,"Revolut authentication code : 883-288 . Never share it with anyone , ever . If you did NOT request this code please visit : auth-support.co",en,phishing-account alarm,harmful
DUkLq1xWsAIvP7H.jpg,"@NatWest_Help I dont have an account with you, so I easily identified this SMS as a scam. However you may want to alert your clients #scam #fraud #natwest #sms https://t.co/9OaPtK6SP3",Our security team have tried to contact you regarding your online account . Login via the secure link http://103.39.110.224 ) secure to avoid account suspension .,en,scam-account alarm,harmful
Etg-3GZUYAEHcCQ.jpg,"Dear @CPKolkata @KolkataPolice
Got this SMS Today.. possibly a scam. The number is from West Bengal.
Kindly look into it. https://t.co/ENg162uPAA",Congratulation you have become a winner in the 1st prize Tata safari storme by online shopping.this valid for one day.contact no : -7501357903 T & C . http : // onlineluckydrawlists .com,en,scam-prize,harmful
EcO-Ng8U8AAIZMd.jpg,"To all customers, please beware of such scam messages. BEADSOFBULLETS will only dispatch mails via singpost for NORMAL POSTAGE, to your mailbox.

Any tracked mails will be sent to your doorstep directly. Re-delivery can be arranged via email/sms.

Thank you! https://t.co/JbC9dkV484",Your delivery has been stopped at our delivery centre . ITEM : SG2956671 Resolve the issue here : u9g.me/,en,scam-delivery,harmful
D8rRI1UU0AEx-eZ.jpg,Getting phishing SMS for @NAB https://t.co/5KzIZxStHN,Your NAB account has been lock for unusual activity . Please log on to : www.nabofficial.com and follow the unlock procedure .,en,phishing-account alarm,harmful
E4ORNfZUYAQ0Ffa.jpg,"@TheOfficialSBI @RBI @CybercrimeCID
#CyberAttack #SBI
#fakesms #cybersecurity
#fraud #cybercriminals
 I'm getting such sms since from couple of days by different different phone numbers.

Sharing this info thinking that it will #Help you to #hunt them.. https://t.co/YJGiYvpizF",Dear Customer Your State Bank of India A / C will be suspended Please re - verify your KYC details . Click on link for KYC update https : // 4db3a2433d0b.ngrok.io/sbibank,en,scam-account alarm,harmful
EuIBTnbUYAIekvk.jpg,"Yet another SMS phishing attack on Royal Mail &amp; Lloyds customers. /cc @RoyalMail @LloydsBank 

#CyberSecurity #InfoSec #Phishing https://t.co/qqUPoz6fCd","LLOYDS : A payment was attempted from a new device . If this was not you , please visit : payee securesite.com",en,phishing-account alarm,harmful
EzrizuAXIAQaRvR.jpg,"Beware of a scam text message - purporting to be from a package delivery firm - that tries to fool users into installing malicious Android spyware ('Flubot'). As ever be very wary of links in SMS messages. 

BBC Tech News story: https://t.co/0PZ8XMJ65T https://t.co/x9xL6XQ4gE","DHL : Your parcel is arriving , track here : http://demo.mipunet.cn/a/ ? Irwlaoj8e066",en,scam-delivery,harmful
EOeaHfUXkAED2T3.jpg,Dear @Bitly what are you doing to combat phishing scams using your services? This fake @Argos_Online prize link in SMS has had 43 clicks already. https://t.co/6WZJ6kxD3F,"ARGOS - Congratulations , you've won the £ 500 gift . Don't miss out ! Your gift is valid until Sun 19th January : https : // bit.ly/ARGOS-3aii8hV",en,scam-prize,harmful
EvqWC7fXEAcJBtp.jpg,"⚠ ANOTHER WARNING!

Another report of people receiving scam notifications after ordering a PS5! This time it's an SMS message claiming to be from Royal Mail. DO NOT CLICK THE LINKS OR PAY THEM ANYTHING! These are a scam and people do fall for them! They have been reported! https://t.co/Wwhf5kigjv","Royal Mail : Your Package Has A £ 2.99 Shipping Fee , To Pay This Now Please visit : uk - royal - mail fees.com action will be taken if you do not pay this fee .",en,scam-delivery,harmful
EL-QleFVAAAzvIW.jpg,"@Paytm , 
This is fraudulent SMS, I received today. It pretends to be coming from PAYTM, but note the spellings.

Possible next action is swiping my account, if i fall prey!!

#Phishing https://t.co/NYF2HkdYtm",Dear PYATM customer your Pyatm KYC has been suspended.Pyatm office PH 6294634102 Immediately.Your account will block within 24hr.Thank you pyatm team,en,phishing-account alarm,harmful
DyGFuX5UwAEMKpY.jpg,"httphreak:// f09285 dot upd023 dot db dot b4-13 dot us

you might have received the above URL, with ""."" instead of ""dot"", via SMS on your phone! 

Did I mention it's a Phishing SMS? #SMSishing 

#Security #Phishing #BankofAmerica 
.@BankofAmerica https://t.co/yvqa8buCYc",FRM : 9123035 SUBJ : # MSG : Attention ! VISIT f09285.upd023.db.b4-13.us,en,scam-other,harmful
EKVpmITUcAAyqxF.jpg,"jfc please tell me this is just an SMS phishing attempt, and not our actual congressman. https://t.co/FG0WBAjU54",???? my name It's your Congressman ??? Jimmy Gomez ??? checking in to hear what issues are important to you . Can you take a quick survey ? ?????? http://txt.hn/jpzR15 STOP2 stop,en,scam-other,harmful
EGGyjHGU0AAjFHQ.jpg,"@Paytm @DCP_CCC_Delhi 

I would like to inform you that i have received SMS from unkonwn id for complete KYC screen shot attached below. I am sure that it is a fraud. kindly take a notice and aware the customers to prevent these fraudulent transactions.
Syed Umar Ali https://t.co/OX04ZXwh7M",PAYTM WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679546082,en,scam-account alarm,harmful
EAPHf-MXUAc2Chy.jpg,"📲 My SMS #Spam for today courtesy of @nissanza @Romans_Pizza @VolvoCar_SA @Dischem.

👉🏻 For your #Marketing Directors: This IS NOT marketing. https://t.co/f6NreCB11d","Buy a new XC60 at CMH Volvo Cars PTA & we will contribute R10 000pm to your 1st 10 instalments . Call 0124312500 . T "" s & C's apply . Opt out Reply No",en,spam-promo,harmful
Eiyi_mPWsAAGubY.jpg,@AskPayPal I obviously didn't click the link but this phishing message got sent to me by SMS https://t.co/JLMauKvbj1,PayPal : All services on your account have been limited due to unusual activity . Visit : https://user-terms-id25.com/?p=4 to lift the limitation . Now to Personal a,en,phishing-account alarm,harmful
EqowDeaWMAMzHyx.jpg,"Hi @AIRTEL_KE

Your anti spam for SMS seems to be broken. Here's another spammer that won't stop messaging me despite instructions to stop them. Please address. https://t.co/USRUuekfI9","Buy airtime via M_pesa paybill no . 181318 and put your airtel number as account Number . To opt out , sms STOP to 22910",en,spam-other,harmful
EdRPPjGUwAEOJvZ.jpg,"@Paytm @Paytmcare @PaytmBank hi, see this fraud sms received for your information and necessary action. https://t.co/ZCAzn0qCZ8",Dear PAYTM User Your PAYTM A / C K.Y.C Has Been Expired Call immediately For Verification A / c Will Be Blocked Within 24hr PAYTM OFFICE PH 8388878791,en,scam-account alarm,harmful
EehgXGyU4AAsn2c.jpg,@GovernorTim Take your SMS spam and shove it https://t.co/FGZWpHtp2O,"VOTE Tim Eyman Governor . VETO ALL TAX HIKES ! Saved us $ 43BN > Tim 4Gov.com/ taxes < PLEDGE to CUT property taxes , BLOCK income tax , WIN 30 TABS Text STOP to opt out  F GTFO Lose my number . I support Jay Inslee , the progressive agenda , and am against the theft of office furniture .",en,spam-vote,harmful
EIhDVAqUYAEdps3.jpg,@snapdeal @TRAI Today I received these two fraud sms. Please take a look. https://t.co/4rS8s9ZZwI,"Dear customer , congratulation , you have product order from SNAPDEAL.COM ( PVT.LTD ) out in SNAPDAEL.COM ( PVT.LTD ) COMPANY , your name to open lucky draw MAHINDRA XUV500 CAR cost RS . 14,85,000.00 you have received two option 1st option - MAHINDRA XUV500 CAR 2nd option - CASH 14,85,000.00 before registration charges pay to . Rs . 14850 only The TR paper charges pay to Rs . 7400 Only For more information contact me . Mobile help line no . 07366041593",en,scam-prize,harmful
EwQYgnZVcAAfpkw.jpg,@Paytm did some one hack into your system ? Getting fraud SMS for your IDs - see the pic #paytmhacked https://t.co/MOC1GYbC3U,I have AN IMPORTANT TRANSACTION for you MAIL me for full details via ; vp66606@outlook.com,en,scam-financial,harmful
ESqhmwpX0AAHhbS.jpg,"⁦@Paytm⁩ ⁦@Paytmcare⁩ this fraud seems to be getting much more organized! Pls see if you can trace the sms service provider as the Sender name needs to be registered, I am told https://t.co/RAh3A7bQgA",Dear customer Your PATYM KCY has been expire today please call customer care no 8617657493 immediately your PATYM account blocked 24 hrs,en,phishing-account alarm,harmful
EGqPMojW4AE-6Gv.jpg,"The spam SMS messages I receive are getting out of control. Usually I’m the only recipient listed, this one has 12. https://t.co/GL6JNL3bMr",Hi ...... !! i am single girl . I'm looking for a good s ~ e ~ x partner . you free join my profile and meet now : > gg.gg/fgbuf,en,spam-other,harmful
EIs7HePW4AIGIle.jpg,"@CentraIRL hiya, I just got this SMS &amp; it looks like a scam. Where should I report it if so? Thanks! https://t.co/TJyGZpWx94",Dear customer ! You got the 2ND prize from our Weekly Draw on 21/10 . Please collect it today before we cancel it : http://5ag.us/dkreB,en,scam-prize,harmful
EkOgZ6_WAAAzDna.jpg,"interessting @cryptocom phishing SMS - it is using the Mizo ṭ with a dot below.
but the target page is not convincing at all🙈
#phishing #DontFallForit https://t.co/hvTCNpDNsB",You have received 1.3875 ETH . Confirm the payment crypto.com/login,en,scam-financial,harmful
E2Nys4qVEAIFS_8.jpg,@abslifein stop this SMS spam immediately. I’ve already reported you to the TRAI. And I’m going to report every single one now until it stops. https://t.co/wlCh9osf7g,"Hey Rahul Ajit Gaitonde , liking our free ' Your Money ' email service ? Why not share the joy with your loved ones ? Click here to refer http://acl.cc/GL3amLO and they will enjoy a FREE subscription too --all thanks to you ! T & C apply . Regards , ABSLI  The sender is not in your contact list .  Report All Messages Filtered by SMS Filter",en,spam-promo,harmful
DnYfKJeXgAI64jW.jpg,#sms #phishing campaign in the wild @CERTFI https://t.co/h6hsgsXL74,Urgent action required . Please verify your credit card details to receive your refund : https : // refund online.info Apple Inc,en,phishing-credit/debit card,harmful
EPfVUzzUwAADDEv.jpg,"SMS phishing, targeted and malicious link. #cyberaware is crucial to beat these types of attack https://t.co/IPoYsQZb8y","James , The Investor Group wants to buy your home from you . See what the offer is , no obligation ! http : // thepadin10days.site or "" Cancel "" offer",en,scam-other,harmful
Dd81tO-VwAA0Ha6.jpg,"@LODHA receiving spam SMS and calls when not even do I reside in Mumbai.
Please stop https://t.co/L5lbMs738J",LODHA LAUNCHES CODENAME UNBELIEVABLE 2 BED AC HOMES WITH SPECTACULAR RIVER VIEWS IN A WORLD CLASS DEVELOPMENT AT THANE . Rs.89.1L + RERA P51700016375 9619500113,en,spam-promo,harmful
E0HxSr8VkAELBRc.jpg,"@ApolloPharmacy 
stop sending (attached) #spam #sms messages everyday. Upload your official email on your website for complaint else I will file an online FIR against corrupt Apollo pharmacy employees https://t.co/Ssnsxgp2Sa",Apollo : Authentic Medicines Home Delivered in 4 Hrs : Use Code PHARMA15 @Apollo 2417 for 15 % Savings . Download Now klr.pw/ 4Rt Hu / 6UKUIk to book your first order,en,spam-promo,harmful
DfornccUEAAdAYm.jpg,Beware of this SMS. It says that your points on your cards are expiring and offers to get converted into cash. This page ask for all your personal and card details .This is a fraud... any bank will never ask you for your CVV and ATM pin. Please retweet .Remain safe.@HDFC_Bank https://t.co/zY15KieMkj,Dear customer your STANDARD CHARTERED Visa Card point worth Rs 6897 expired by 14/6/2018 . Kindly convert your point in cash by click here  Redeem Your Card Point stancharts.com,en,phishing-credit/debit card,harmful
EMkDwuOVUAUWtZX.jpg,@Paytm scam SMS. https://t.co/MnvLIWHYdG,PAYTM Dear paytm customer your KYC has been suspended . Paytm office pH 7029562638 call immediately . Your account will blocked within 24 hours . Thank you paytm team,en,scam-account alarm,harmful
D0Es_rEXcAAGQDi.jpg,@Fidomobile just received this phishing  SMS https://t.co/qUDJ0wYTHO,"Dear BMOMontréal client , your online access has been suspended for your safety . Please verify your log - in to resume usage : http : // www . 13bmo-sort46.com/4",en,phishing-account alarm,harmful
D78KScrU8AAp20W.png,@DidiChuxing how do I unsubscribe from this SMS spam? I never agreed to this when I signed up. I also uninstalled your iOS app because you kept spamming me via push notifications. https://t.co/OXEc6PTH37,"[ DiDi ] Hey Ronny , this June is DiDi's first birthday in Melbourne ! Use code GIFT50 to claim your 50 % off reward . T & Cs apply .",en,spam-promo,harmful
ELwAu2WUUAcHUf6.jpg,"Phishing | Attack techniques &amp; scam
Do you also get such messages ?
@chitraaum @StaySafeOnline #Phishing #sms #CyberAttack #OnlineSafety https://t.co/HnKM8wqy0G","Hi , Ref ID . 05 / 11 / Dxxx62 . You are selected for Business Loan of uto Rs.86945 . Click the link to check your LoanAmount >> http : //bit.ly/340XMJV",en,spam-loan,harmful
D2mKz05WsAAjXTw.jpg,"⚠️“psa: if your iphone ever gets stolen and you receive an sms like this DO NOT ENTER YOUR DETAILS! 

this is a phishing scam for whoever stole your phone to get your email and password and thus log out of icloud on your stolen iphone, making the phone sellable.” -@notelaineok https://t.co/aDgFF2ReM2",IPhone 8 Plus Space Grey has been found and temporarily online . View location : https://signin-icloud.com/ ? id = 04b8e,en,scam-other,harmful
ETDbK8jXkAA695u.jpg,@DubaiPoliceHQ A spam message in my sms inbox. Hope action is taken against them so that these people don't dupe any innocent people. https://t.co/c7i2mneNUY,Dear Client Your A.T.M card has been BLOCKED Because You Not Update your Emirates ID If You Want To Keep Using Your ATM card Please Call Our Number 0566122725,en,scam-credit/debit card,harmful
ErMBouiVgAIG2fp.jpg,"@Paytmcare Team I am getting a potential fraud message on daily basis from PAYTM. can someone please look into my ticket , your executive closing it without resolving anything. Its been 2months I am getting such SMS from PAYTM. https://t.co/5o9uM2zi3X","BP - iPaytm > HT Media has requested payment of Rs . 899.00 ( Purpose : HT For 1 Year - 8285966318 ) . Click https : // paytm.me/1i7-iV5 to pay . Regards , Team Paytm  Save yourself from fraud : NEVER set a password suggested by anyone . Reset password link : https://ap.p-y.tm/8h7BFP ( Do not forward this to anyone )",en,scam-financial,harmful
EpqcbQqU8AcfaDt.jpg,@KotakBankLtd - New fraud SMS in your name. I think customer numbers have been leaked. Please investigate or report. https://t.co/s0wx4RqDZk,"Text Message Wed , 9 Dec , 5:40 PM  Dear Customer your Kotak Mahindra Bank A / C will be Suspended please Update your KYC immediately ( 10 mint's ) Click Here Link https : // 36067b7984e9.ngrok.io KOTAK BANK",en,scam-account alarm,harmful
Dc-FqiIVAAAJ9F-.jpg,@PeterEngland_ thanks for going ahead and subscribing me for all the sms notifications after I opted out 5 days back. #Spam https://t.co/fh7beTrqWi,"Hi Boris Joseph , Redeem your 394 Peter England loyalty points expiring in next 14 days on 11 - May - 2018 . Your current points as on today are 394 . T & C .",en,spam-promo,harmful
EsQLDLSVEAQ_YhP.jpg,"Recently #Cambodia mobile subscribers has recieved text sms to verify their bank accont. The sites are in the sms are reported  #phishing sites. Last week, 5 ppl reported lost of thousands of $$$ and 3 arrested. https://t.co/U2vh3vaDtS","Your Acleda bank account verification is invalid , please enter the correct login ID again www.acledvo.com",en,phishing-account alarm,harmful
DxVeHkwUYAIXack.jpg,"That’s a bit rich. Clive Palmer’s mob blowing up my phone with SMS spam, vowing to ban political SMS spam. 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ #AusPol https://t.co/XluIwsCyJ6","When elected , United Australia Party will ban unsolicited political text messages which Labor & Liberal have allowed . Auth http : // www.unitedoz.net/",en,spam-vote,harmful
E1fTELxVEAALDsU.jpg,Recived fraud sms form mobile no 87689 93004 please do need full action against that @TheOfficialSBI @RBI @myogioffice https://t.co/CxkYrjV9gh,Dear customer your SBI A / C has been Suspended . please update your KYC Click here link submit your details https : // f3c87efbe00f.ngrok.io/ sbibank,en,scam-account alarm,harmful
EGb8ZZRWsAEChTG.jpg,Warning: got this official looking SMS. Guy at the other end wanted bank details. HBL confirmed it's a scam https://t.co/yQJFq5qr2D,Dear user your bank card has been block Because you have not update yet if you want to keep using your ATM card please call this number03350870421 - Sent via Lantech Soft,en,phishing-credit/debit card,harmful
Ds7LdxjXQAAm-as.jpg,"@clubmahindra  today guy calls up to say, you are among the lucky people chosen for a 3D2N stay at any of Club Mahindra’s resorts anywhere in the country absolutely free.

It Looks like scam. Pls check attached phone numbers call and sms details of them.

@anandmahindra https://t.co/1mEFt39lP2","Club Mahindra Holidays Invite You & Family Our Venue @ Regenta Resort . GMDC House , Opp - Hill Garden , Bhuj - Mirjapar Highway , Kutch , Bhuj , Gujarat 370001 .  Date - 27th November . Once You Reach Call On : 9004026278 .  Your Entry Code CM - HS .",en,scam-other,harmful
ESDAfpqXYAEa7R-.jpg,Canadian loyalty card holders beware of a new phish that is targeting @ShopprsDrugMart #optimum members with SMS #phishing. https://t.co/1FnKBtfE3f,Confirm your Pc Optimum online account to keep earning daily rewards on your account . See ; 1pcoptimumOnline.com 10647,en,phishing-account alarm,harmful
DgrzDOAWAAIteHs.jpg,. @JumiaKenya How can I completely opt out of your promotional SMS messages. No attempt to spam/ stop seem to work. Help.😭😭😭 https://t.co/Bg47IwnwwO,Only 6hrs to TV Mania ! Get 1k off on orders above 5k from Midnight tonight for only 1HR ! Use code : TVMA0e20ee Discover > https : // bit.ly/2rUOutJ . STOP20465,en,spam-promo,harmful
DqX-xPJWwAUFSQh.jpg,Before with the GSM iPhone X I was having some SMS populate as class zero spam so I’d accidentally click off while sleeping and poof msg gone forever. It’s the telco’s responsibility to help control this and spoofed calls from your very own owned Verizon MTN’s!!!!! https://t.co/VuS6kIQLf9,( Suspicious Activity ) http://bit.ly/ 2PNİBhC Fifth Third Bank Locked Access,en,phishing-account alarm,harmful
DkCCwRtU4AA8NtX.jpg,@VodafoneAU There is spam &amp; fishing SMS sending to me. Please consider to take action https://t.co/gGVOPpKr3K,The account may be suspended . Click for details . https : // security - manager -westpac.com/cgi 1 mins . via Vodafone AU,en,phishing-account alarm,harmful
Dys8DqnUYAAzW4x.jpg,⁦@NAB⁩ got this spam via sms. Thought i will pass it on. #spam #spamsms https://t.co/bxiCmHuuDs,Your bank account has been suspended . Please verify your identity and follow the instructions nab verification.org/ ? 61421822891,en,phishing-account alarm,harmful
DrvdDdqWsAEPBCl.jpg,@Flipkart i received spam sms from these numbers. https://t.co/i6h2RTbSvQ,"CONGRATULATIONS . You .are.lucky.winner.in my Flippkart.COMPANY.PV T.LTD Your prize . TATA SAFARI four wheeler.luxury car , price . 12,80,000 = 00 . My office address : -FLAT NO 204 , 1 - a , second floor , Arjun Nagar , Green.park , NEW.DE LHI ( 110029 ) HELP LINE No - 18001218918 Lucky Cupan no - 10503 CONTACT = 9709623849",en,scam-prize,harmful
EQkYjR8XkAAuCPH.jpg,"This is a scam SMS that's going round. If you receive this DO NOT CLICK THE LINK.
Instead report it as spam, either in your SMS app or by forwarding it to 7726. https://t.co/ufv66AemND","[ EE ] : We were unable to process your latest bill . In order to avoid fees , please update your payment information via : https://ee.uk.bill313.com/?ee=2",en,scam-account alarm,harmful
En5NocXXYAIUgbQ.jpg,"@MahaCyber1 @Cyberdost
Can some stringent action not be taken against such phishing attackers ! ? 

I'm tired of such SMS's https://t.co/qeWqb96hkj",[ Cash Instalment ] Your application has been approved . The amount is 178868 rupees . Please withdraw funds within 24 hours . Link : https://cutt.ly/LhoEiU1,en,phishing-financial,harmful
EibHJwPWAAADBVf.jpg,"Working on a project to automatically identify scam/spam SMS text messages. Is there any chance you can reply to this with the word ""SCAM"", ""SPAM"" or ""LEGIT"" with a screenshot of the text? Example here: https://t.co/707LE1uAI3","Dear Customer . Please note that , at this moment we have to refund you £ 280.40 , taxes for the last 2 years . Please visit http : // hmrc-online-refund.com/",en,scam-financial,harmful
Dp25SdfXgAIvZRA.jpg,"Despite several emails and reminders, @Hopscotchindia continues to spam my sms mailbox with promos. How many times does one have to email them ? @TRAI https://t.co/zyi9EnMSMk",Our B'day After - Party begins now ! 30-70 % OFF + Extra Rs 150 Off on everything . Code : BDAY150 . T & C apply . Shop now https://hopscotch.app.link/ ahNmHADW6Q,en,spam-promo,harmful
EFIhGfuX4AAgqgH.jpg,"Hi @Paytm @Paytmcare @vijayshekhar - Got this SMS. Possible fraudster details attached who might be running a scam network. I've done my KYC months back, so no way this would come 

Cc : @MumbaiPolice @WBPolice  - Number seems to be from West Bengal. Request you to look into it. https://t.co/PaUzaHlQCs",PAYTM WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 9641818938,en,scam-account alarm,harmful
DnclXJbV4AYPjE2.jpg,"This is why we need spam/block functionality, or at least some rate limiting for SMS.

Around 15 exactly identical messages within 1 hour! https://t.co/BZzI0o2JGt","UPTO Rs 1 LAKH OFF On Popular Used Cars , India's Biggest Car Mela @ DROOM ( 19-25 Sept ) Hurry ! Buy Now : https://goo.gl/N8uSjc | Call Free -1800 407 070707",en,spam-promo,harmful
EwTPO6sUYAIen-Q.jpg,Hi @1mgOfficial. WHY ON EARTH do you think it's okay to spam SMS someone at half past midnight?! You are a healthcare brand for eff's sake. Stop this rubbish please. https://t.co/iNzsRXPvlH,HIGHEST DISCOUNTS EVER live on 1mg FLAT 25 % off on medicines + Upto 75 % + Rs . 150 off * on health products & more Sale ends on 15th March Buy rml.lu/cYgPsp,en,spam-promo,harmful
ETsncV_UEAIaG_N.jpg,This is scam msg  once you open the link all your contacts will recieve the same SMS and you will loose your whole balance . Please refrain I became the Victim of this scam https://t.co/xHgN82YMWe,Jio has Announced today to give 25GB data with free calls daily for 6 - Months Register to activate offer  Link : http://tiny.cc/JIO,en,scam-other,harmful
ERMj3eRVAAEpVz5.jpg,"@Paytm @Paytmcare @vijayshekhar 

New fraud in name  of Paytm? Today recd  below Sms. Anyone can easily fall in trap and blame Paytm. Check and take action. https://t.co/KKjeMTbbBe",Congratulations ! Your existing wallet will be migrated to New Paytm Wallet on 27-02-2020 . Visit https://p-y.tm/PP bb84 to know more .,en,scam-account alarm,harmful
