image_name,tweet_translation,sms_translation,sms_language,topic_label
EmajHh4XUAESBfI.jpg,@HalifaxBank - sms scam alert impersonating you. https://t.co/D4QBMISocK,HALIFAX ALERT : A payment was attempted from a new device on 09/11 at 18:19 . If this was not you please visit https : // . halifax-online-verify.com,en,scam-account alarm
EUHDnTNWAAADgTO.jpg,"Phishing received this morning by SMS, educate your old people (Cc @cybervictimes @ameli_actu) https://t.co/fLkOrL6G1m","Ameli Account: After the last verification of your health insurance file, we have determined that You will receive a refund of 679.80 euros. Please complete your refund form and confirm it via the link below: https://bit.ly/. 2QNSN7W",fr,scam-financial
ESP3WeVXkAEFlJd.jpg,"RT GDTGuardiaCivil: Another #SMS from your bank because your card has been blocked? Are you sure? #NiCaso al #phishing. No real entity would ask you to carry out this procedure in this way. If you have any doubts, contact them directly ☎ https://t.co/m8eM67yl2F - GDT Guardia Civil (GDT…","Your Santander account has been blocked.To activate your account, you can access safely from: https: // client -santander-acceso.fs-consulting.co/",es,phishing-account alarm
Ej2nYbPVcAA5t4z.jpg,"Hello @kemkominfo. If you have time to make and send sms like in pic one, of course you have time to eradicate spam sms in pic no.2-3 https://t.co/XJN4Jhfdjk",Congratulations No. You Win 2nd Prize CASH CASH Rp.175 million With PIN (25F4777) U / Info click; tiny.cc/shopeeid878,id,scam-prize
DXTETF9WAAA5irI.jpg,"Hi @ingnl, I don&#39;t use your bank. Also don&#39;t have an “ING” contact in my phone. So this is a #phishing SMS? https://t.co/HggE9iyPE4","Dear relation, Download the new ING app with renewed certificates now and make the most of it. Log in to My ING and follow the steps:",nl,scam-other
D0PU0KWWwAAJGhI.jpg,@airtelindia @Airtel_Presence why can’t your intelligent network filter these obvious Spam SMS? One from someone on behalf of @YESBANK https://t.co/8dtGV45N8Y,YES BANK Personal Loan New Rates 10.75 % IF YOU HAVE Other Bank PL Transfer 11.99 % We Do NON - YES A / C HOLDER ALSO TO APPLY CALL Tamanna 8050136546 T & C,en,spam-loan
EY5MMKnWoAQdPql.jpg,"@TIMBrasil , @TIM_AJUDA , @TIM_Official continue to send SPAM through the number 7272 via SMS. You don&#39;t respect anyone your bags without handles (!) Denounced to 7726 and Anatel. Once again, shit on the phone this Monday afternoon at 6:26 pm https://t.co/mhYwoZ1iVa","best cell plan for those you love 9.5GB of unlimited internet, apps and voice from TIM Controle in your",pt,spam-promo
EnepWJsVkAYoFsL.jpg,Dannn ... again and again there are still spam sms. Where&#39;s the follow-up @Telkomsel still getting bad sms like this.... up to my spam sms which I usually don&#39;t reply to but I reply... https://t.co/1bTL9yTjCQ,"Interested in Shopping Auction Goods Due Original, Letters, Invoice Complete and Guaranteed click the link below; https://bit.ly/infoproduct-lelang",id,spam-promo
EmhbwmUXcAA29ip.jpg,IrTirtoID SMS Spam kaya gini? https://t.co/WVZkoXTq2n,PELET AND PESUGIHAN shamans Like -Pesugihan -Asmara -Long distance witchcraft -DII Powerful guarantees success without being victimized by WhatsApp; 082399579683 OR CLICK ; bit.ly/ahlimistik,id,spam-promo
ExYzWNIWEAI-6t-.jpg,@policia today I received a new type of #phishing by #sms this time with #Facebook https://t.co/Ae4GjKJ8Lg,"Facebook: Suspicious activity on your Facebook account, click here: https: // corporatefokus.com/t/? 6fijy21041099",es,phishing-account alarm
EOTyvsrWoAALDkB.jpg,"Aren’t we super lucky, my wife and I both received this SMS today, I wonder if I should click the link and possibly give my bank account details to receive the money from @Argos_Online #phishing https://t.co/10rfGHMSeZ","ARGOS - Congratulations , you've won the £ 500 gift . Your gift is valid until Sat 18th  January : https://bit.ly/ ARGOS - 36VWfCW",en,scam-prize
EXrAzRyXkAA34aV.jpg,"Nice #SMS #scam from someone pretending to be @O2 this evening. Don't click, #StaySafe. https://t.co/7jWp65MYSJ",02 : Payment for your latest bill could not be processed by your bank . Please update your payment information via : https://myo2.bill210.com?02=2,en,scam-account alarm
Ev3Vt5DVoAIz3Lx.jpg,And many more spam sms https://t.co/pPy082sTOy,"Tenant : Yo CHINA Price : Rs 2.75 CR , In Gurgaon Lease : 9 Years Rent : Rs 1.27 Lac Monthly Call 9711895280",en,spam-other
Es9TJ-aU0AMHgtu.jpg,"@pnbindia please look into this as I don't have any PNB bank account but received this type of spam sms. 
@Cyberdost @dtptraffic  please look into this as this looks like fishing sms. https://t.co/ffeq9T4RSq",Dear customer your PNB BANK A / c will be close within 24 hr's . Please complete your verification . Please open this link rb.gy/crua29,en,scam-account alarm
DzIK6WeUcAYdipB.jpg,"@aduanBRTI , SMS spam again https://t.co/jL2oGxdM25",ENOUGH WITH - bpkb - MBL / MTR YOU CAN ENJOY LOAN FACILITIES [ WITHDRAWAL UP TO 90 % ] [ INTEREST - 0.9 % ] * BISA_TO * TDK_CEK Bi HUB_DIAN 081218190099,id,spam-loan
EIR4Er5XsAAOX_J.jpg,"@idea_cares Why am I receiving all these spam SMS inspite of having full DND on my number? Please stop these kind of SMS from ""GREENA"". https://t.co/4dRn6rJfOt","We have $ 25,000 transaction on your name . Check here http://bit.ly/Transfer-Money",en,scam-financial
Enrc987XUAAcZ6D.jpg,"Everyone want to have some fun F*ckling with a scammer?

Spam the shit out of this number!

Use a burner SMS!

1 (803) 459-7482 https://t.co/xifK3jhUcf",Your Netflix account will be locked because your payment was declined qv02g.com/,en,scam-account alarm
DtTcLbtU0AEQBqG.jpg,@KolkataPolice  Fraud call /sms in the name of paytm. Look into this matter @Paytm @Paytmcare https://t.co/HTsnzH36fh,"Dear coustmer , you are the winner of PAYTM.COM online shopping company wine the prize ( TATASAFARI ) which cost is Rs : 12,40,148.00 .The charge of you Registration service charge Rs 6500 rupes only . This is valid Today know more for details contact at Helpline no : ( +91 ) 9073869783",en,scam-prize
D5hJlaJW0AEdvLc.jpg,"Note this very sophisticated SMS scam @Suncorp - scammers had my full name, my telephone number and a very realistic looking link. The SMS came from ‘Suncorp’ https://t.co/razkjaSVlu",your account may be suspended . Please complete verification steps : http : // verify.suncorpbank.link,en,phishing-account alarm
DkelapoX0AAp1Ot.jpg,@Airtel_Presence  sir do you send any SMS to subscriber who wish to PORT their number. I have received now and it seems to be fraud. Please check. Screen shot attached https://t.co/Qid5L2ODXX,"Dear Customer , we have received a request re garding your Airtel num ber 9897445438 from a non - registered email ID . Please click here http : // srkl.in/6000Blkobs to authenticate your ac count and help us process your request .",en,scam-account alarm
ExIKqEwVEAAwM0o.jpg,There is a similar scam in Australia with Australia Post deliveries. I received an SMS with a link to a fake Australia Post website where I was asked to pay $3.30 for what I knew was a free package delivery. Had I done so they would have cleaned out my account #AustraliaPostscam https://t.co/VUoaI63GFq,is waiting at our distribution center . Authorization is required to complete delivery : sz5np30.site/Tejx,en,scam-delivery
EMeVUeQWwAAzr-7.jpg,Received a scam SMS pretending to be  @lunomoney. Please be careful everyone. #bitcoin https://t.co/F6LXxCqEAW #SpamShame https://t.co/zoh82p48X7,Visit http://bit.ly/34QnQDV to validate your Luno Account on the 2020 TSL / SSL Server and keep your Account Active to avoid Wallet de - activation .,en,scam-account alarm
EF7QA1qUEAM6Z5r.jpg,"@IncomeTaxIndia have a look at this SMS, looks like phishing attempt https://t.co/bmAcNJ0SMs","Important Alert ! Dear Mahipal Singh Panwar  the Incometax_Department requires you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax refund of 19,150INR . http : // 178.159.7.14/ITRef",en,scam-tax
Eu0qYYnWQAEBEg7.jpg,"Na wa oo, just because I complained about zenith bank taking #824 for SMS charge, this one thinks he can scam me. 

Zenith bank customer care with 2 followers😂😂I was about insulting the hell out of the person’s life before he/she blocked me. https://t.co/UFqXt1pkNQ",Kindly send us your Zenith Bank account number to enable us review your complaint and assist appropriately . Thank you !,en,scam-financial
DpUn2nnW0AAF5ZT.jpg,I'm concerned about growing number of identity theft via #SMS #scam - here is another one today from @AppleSupport #iMessage supposedly asking to sign into secure-ios website ? Really? I'd count my lucky android stars... https://t.co/tWiV9ovjH8,The ID associated with this number has been locked for security reasons . Please follow the link to unlock your account,en,scam-account alarm
EVbRHr8XkAMUUm8.jpg,@INGBelgium this spam just came in by text https://t.co/4YTYFeRqi4,"[ ING BELGIUM ] We have detected an attempt to log in to your online banking environment with IP address : ( 122.34.566.98 ) . This has been marked as unusual for us, you must verify asap to prevent blocking via: https://ebanking.ingbe.overzicht.site/",nl,scam-account alarm
EqGlt8uXYAM9ebH.jpg,@policefederale SMS phishing campaign in progress. Redirection to a clone of # cardstop.be #phishing #Belgique https://t.co/ilXs6v6dSa,"Your registration was successful! If you did NOT request a block, request your cancellation form here. https : // Cardstopinfo.contact / reactivate",nl,phishing-account alarm
EaaYVJcX0AAvciH.jpg,"@policia good afternoon, I send you phishing sms on behalf of the Santander bank for your information. Greetings https://t.co/UjR7Ufwzl2",Banco Santander: Your Banco Santander bank account has been blocked. To activate your account you can access safely from: https://t.co). dfZWe1Ed1Y,es,phishing-account alarm
EUSPD88WAAAuk40.jpg,"@policia, Bankia is sending me this SMS, supposedly ... Also, in this case I am not a customer. Please, do not bite, even if your bank sends it to you. They do not proceed this way !! #NoPiques #phishing #fake #FakeNews # deception https://t.co/a8V9hoZ4Bz",&quot;Bankia - ES&quot;: User disabled for security reasons. www.bit.ly/ 2WQu1Y9 activate now t,es,phishing-account alarm
EpXRSzKU0AYN8az.jpg,"@Telkomsel this is proof of some of the spam sms yes and still receiving spam sms until now. I as a user feel disturbed. Previously I had never spread numbers anywhere, because this number was only for family. https://t.co/9TF4Q7oz6T",Dear Bank Customer Please Go to the office Your savings account is ERROR &amp; must be re-monitored Before going to the branch office Please call first Mr. EDY 08522443328,id,scam-account alarm
EZ5mYlpXkAAuQtN.jpg,@Rabobank FYI: received a phishing SMS this morning. Maybe you can get site and number off the air? #phishing #nontrappenhoor https://t.co/DELvClXa6w,Rabobank : Your current debit card will expire before use . Request the renewed debit card for free now and prevent blockage via: https: // bit.do/Rabobank-NL42,nl,phishing-credit/debit card
E1w-kGkWQAMu11y.jpg,@INCIBE @ibercaja I have received SMS without having a bank account #phishing https://t.co/iiUIYm93Zu,"Ibercaja notice. We inform you that our system has been updated, to access our update you must access the following link: https://bit.ly/Ibercaja-Banco",es,phishing-account alarm
EnEjGTTVkAIC27s.jpg,boss can you stop spamming? really annoying 1 provider until there are 4 kinds of promotional sms @Telkomsel https://t.co/d7ZkYGjqOH,CHEAP BGT! 20GB Special Data Package + 300min +400 SMS for 15 days IDR 85K ! Buy by replying DH5d to this SMS or at * 363 * 200 # &amp; tsel.me/hotoffer CAN BUY up to 4x,id,spam-promo
EM8SXw6VAAIYKma.jpg,"@Airtel_Presence @TRAI Continuous received spam SMS
I hope @airtelindia @TRAI will take action immediately. https://t.co/K2LBZ0NUIB","CELEBRATE NYE 2020 DJ PARTY AT SHAUKEENS ALIGANJ EAT DRINK DANCE HURRY UP AND GRAB YOUR PASSES NOW TO AVAIL SPECIAL DISCOUNTS CALL 6390340012,6390340013",en,spam-promo
Ecav1PMXkAEu1a4.jpg,I really need these SMS spam bots that have been texting me to relax. https://t.co/quwx7BoBDn,"Today , 12:37 PM Hi , Take off Skin Tags , Moles , Acne , Scaring & others Unsightly marks . Results within 8 hours . htt p : //ynaatjerp.com/ojnZt98y . stop = stop",en,spam-promo
D19XaJ_VAAAd8pn.jpg,"@triindonesia this spam can come in via SMS, want to report the number using a/n @DKIJakarta then I have to do it? :( https://t.co/6rPs1JlsnV",Take the MRT Jakarta public Trial from 12 to 24 March 2019. Register at www.ayocobamrt.com,id,spam-promo
EywaWGKXMAITqlc.jpg,"Phishing sms, no doubt because of the @Facebook address book trick. Bah. https://t.co/l48eP4TTB2",[ DigiD ] : You will receive a refund of € 778.69 euros. Request your refund now via: https://s.id/My-DigiD,nl,scam-financial
E4k6_8hVEAQ9AAY.jpg,"Ahh, SMS Spam. #LOL #IRSBidenCrapSpam #PhishingAttempt #DontClickLink #ProarilyMalwareSo 🤷‍♂️ https://t.co/YeZf3BpHtT",Biden announces he wants up to 43 % of your retirement gains . 2021 IRS Loophole may be your only way out https://link.goldco.com/loophole Reply STOP to opt out .,en,spam-other
ELAoH7IUEAErLla.jpg,sms spam min @aduanBRTI https://t.co/oLi37eL1lI,Please follow my new IG bit.ly.l. rnovasik Thank you,id,spam-other
Dm5PjWLU0AAy4-c.jpg,"@kemkominfo @aduankonten @aduankonten @IndosatCare How long do you want spam SMS like this to keep flowing? It&#39;s useless yesterday, I registered using a family card too https://t.co/gY6hpEKT1w","Is 085771288084 your number? If correct , immediately check at * 885 * 4 * 11 # . Remember ! today is the deadline for the work list ( premium sms ) . CS : 02122562916 Aug 19 09:58 . via Indosat Ooredoo",id,spam-other
EdXnXyNUcAAxFDE.jpg,@aduanBRTI haloo kak. Good night. This is why my number often gets spam sms like this? The importance of text messages is piled up with fraudulent garbage sms like this https://t.co/vwGbF9C78L,"2020 7 20 SIM CARD You get Rp. 175,000,000 Shopee Mart 7.7 PIN : ( J7K2B59 ) For prize taking info click : bit.ly/shopee-promo33",id,scam-prize
EzAFvDkUYAksmLR.jpg,"Weh @MaxisListens, Don&#39;t spam your customer&#39;s SMS. SMS people but off function reply, ape has a bad temper, macamame I&#39;m like reply maki back. https://t.co/gVm6scK2yV",RMO . Personalize your caller ringtone with CRT Hits at only RM3 each & renewed at RM2 / mth each . To activate You ( Various Artists ) dial * 131 * 680807 # . this is how you fall in love ( Chelsea Cutler & Jeremy Zucker ) dial * 131 * 680780 # .,en,spam-promo
ErLGNtJUUAEYrXk.jpg,"‼️ Scam alert - free giveaway‼️

Don't be tricked by an SMS claiming you've won a gift for shopping at JB Hi-Fi last year - it's a scam to get your credit card details and sign you up to a subscription streaming service: 

https://t.co/pzQ54bAW33

#wascamnet https://t.co/0EAxXxGjg8",! You made a purchase in our JB - stores in 2020 and entered our draw by doing this - You have won a gift : beOq.me/ 58 L5,en,scam-prize
EXJpq3bWsAMnVSq.png,Please pay attention to the URL. Could the somewhat inventive figures behind this #phishing SMS target people with dyslexia? #radobank https://t.co/PoG0ErXz43,"Due to the new guidelines of the RIVM and the WHO, you must pay contactless from now on. This is to prevent further spread of the coronavirus (COVID-19). To make this possible, you must immediately replace your payment card. Your current one will expire from 08-05-2020 . http://radobank.net/Wereldpas/",nl,scam-covid
D-CxtAFWkAAcXYh.jpg,"@Cybercellindia @PMOIndia : got a spam SMS from this organisation, got a call just now from +918709767280 threatened with dire consequences.. pl chk https://t.co/sFy45KP5jw","Dear Customer Con gratulations ! Snapdeal online shopping Pvt.Ltd Company . You Have Win 1st Prize ( Tata nexon car ) Amount Price is Rs 7,50,000 / - You Can Take Your Prize Pay Service Charge Tax Rs - 7,500 / Deposit on 27-06-2019 Contact For Details Helpline no - 6289195538",en,scam-prize
EGGeqC-XkAEMwHA.jpg,"@RevolutApp morning, just got a sms like this and I’m sure it’s a fraud. Didn’t touched the link but wanted to let you know. https://t.co/ukIyYr0xeJ",REVOLUT : Your authorisation code is : 108-691 - If this was not you please confirm your details via : www.online security.icu,en,scam-account alarm
E10zNc6UcAM8QW3.jpg,Just keep going.... why ask us to report spam sms to @myXLCare? Does that have an effect? https://t.co/vGrOrS6vtO,"FOREX SAHAM ONLINE 600rb GET 7jt 1jt GET 15jt 1,5jt GET 32jt 2jt GET 40jt 4jt GET 80jt 5jt GET 95jt 7jt GET 120jt u / info lanjut : www.tradingforex-saham.com",en,spam-promo
EnEjGTeUYAYNYEk.jpg,boss can you stop spamming? really annoying 1 provider until there are 4 kinds of promotional sms @Telkomsel https://t.co/d7ZkYGjqOH,"Hi, your product is good but lack of customers? Want to find customers in 2 KM around your business location? Just use LBA MyAds! Come on, advertise now on tsel.me/MyAds S1",id,spam-promo
EiEX9_wWoAARIJV.jpg,@PostNL are you aware of this phishing sms? Maybe have the number blocked by the telephone company? @Fraudhelpdesk https://t.co/qTULhifOpr,[ POSTNL ] Your package has reached our PostNL sorting center . Follow the status of your shipment via: https://bit.do/POSTNL PORTAAL,nl,scam-delivery
D3x2tizW0AA7pVD.jpg,@santanderukhelp just wanted to report a (pretty poor) sms phishing attempt https://t.co/7YGxrR4wLH,"Santander :: We would like to confirm a transaction for 3480Gbp to B & Q stores , Please call us on 08006893523 . Z",en,phishing-financial
EwED4ETWgAIxifX.jpg,Scammer just finished his cup of coffee and throws out a phishing SMS before going to sleep @Rabobank @POL_Berkelland #phishing @eFraudAwareness https://t.co/UnkRnizPHr,Your RABO debit card is outdated and will expire on . Request the renewed NFC 2021 debit card now for free via: https://s.id / rabobank - NL Success? New debit card within 3 to 5 working days at home by post.,nl,phishing-credit/debit card
D427tixVUAANpGc.jpg,@WellsFargo SMS Phish going around URL is http://iebspoed[.]com Added it to Passivetotal Project https://t.co/NPqhGdmwft #phishing #malware https://t.co/bbm9cSV85i,FRM : wellsfargo - services MSG : Your account has been locked for your protection . To restore visit http://iebspoed.com,en,phishing-account alarm
EYy38BvXkAAm4ae.jpg,@RevolutApp hello received this SMS despite not having Revolut - looking at other replies seems it's a phishing thing rather then genuine https://t.co/HmtlAXlDWA,"Revolut authentication code : 883-288 . Never share it with anyone , ever . If you did NOT request this code please visit : auth-support.co",en,phishing-account alarm
EsvnvHVWMAAzadi.jpg,"@DHLNL and @Fraudehelpdesk, here&#39;s another idiot trying to get rich at someone else&#39;s expense. Hopefully you manage to put a stop to this; there are more and more 🙁 I deleted the text message, blocked the number, didn&#39;t click on anything. #fraud #phishing #DHL https://t.co/YkIAY9kPPl",[ DHL ] Your parcel has arrived at our DHL sorting center . Pay the import fee via : https://yip.su/2rwEi5,nl,scam-delivery
EEaldzDUcAMj17L.jpg,"many Spam SMS come in, one of them is this ️ https://t.co/iJMTPBt44l",Let&#39;s Succeed Sail Nias 2019 (July - September 2019) ! Community support can advance Indonesian tourism as a world tourist destination,id,spam-other
DUkLq1xWsAIvP7H.jpg,"@NatWest_Help I dont have an account with you, so I easily identified this SMS as a scam. However you may want to alert your clients #scam #fraud #natwest #sms https://t.co/9OaPtK6SP3",Our security team have tried to contact you regarding your online account . Login via the secure link http://103.39.110.224 ) secure to avoid account suspension .,en,scam-account alarm
E1CFFmoXsAE_T0N.jpg,@policia On Sunday May 2 I received this SMS (possible fraud) Confirmed by Caixabank that it is #phishing. It is #denounced to the bank. In case it can be useful. 😉😷✌💙 https://t.co/e3km9CIsWX,"Caixabank: We regret to inform you that your account has been deactivated, for your security we ask you to complete the following verification: https://bit.ly/3edpo2N",es,phishing-account alarm
Etg-3GZUYAEHcCQ.jpg,"Dear @CPKolkata @KolkataPolice
Got this SMS Today.. possibly a scam. The number is from West Bengal.
Kindly look into it. https://t.co/ENg162uPAA",Congratulation you have become a winner in the 1st prize Tata safari storme by online shopping.this valid for one day.contact no : -7501357903 T & C . http : // onlineluckydrawlists .com,en,scam-prize
EcO-Ng8U8AAIZMd.jpg,"To all customers, please beware of such scam messages. BEADSOFBULLETS will only dispatch mails via singpost for NORMAL POSTAGE, to your mailbox.

Any tracked mails will be sent to your doorstep directly. Re-delivery can be arranged via email/sms.

Thank you! https://t.co/JbC9dkV484",Your delivery has been stopped at our delivery centre . ITEM : SG2956671 Resolve the issue here : u9g.me/,en,scam-delivery
D8rRI1UU0AEx-eZ.jpg,Getting phishing SMS for @NAB https://t.co/5KzIZxStHN,Your NAB account has been lock for unusual activity . Please log on to : www.nabofficial.com and follow the unlock procedure .,en,phishing-account alarm
EMw5TEMU0AEqqis.jpg,sms spam min @aduanBRTI https://t.co/n8VtAj0ws5,"TO Mr / Mrs ,, Year-end Promo Get 95% Funds from Vehicle Prices, Cashback Up to 5JT, 0.7% BG, NO BI CEK &amp; BS T.OVER. With your BPKB as collateral HUB / WA: 08119765050 SHEILA",id,spam-loan
E4ORNfZUYAQ0Ffa.jpg,"@TheOfficialSBI @RBI @CybercrimeCID
#CyberAttack #SBI
#fakesms #cybersecurity
#fraud #cybercriminals
 I'm getting such sms since from couple of days by different different phone numbers.

Sharing this info thinking that it will #Help you to #hunt them.. https://t.co/YJGiYvpizF",Dear Customer Your State Bank of India A / C will be suspended Please re - verify your KYC details . Click on link for KYC update https : // 4db3a2433d0b.ngrok.io/sbibank,en,scam-account alarm
DUa4XQ8W4AE-dv-.jpg,"They have sent me this and I am going to spread it because it is important. CREDIT CARD THEFT ATTEMPT with a website very similar to the WhatsApp design, by means of SMS they say that your subscription will expire. WhatsApp is NOT paid. It is just a VERY hard Phishing attempt. https://t.co/AchUXG74HO","Hello, Your whatsapp account will expire, to activate it you have to follow the link: https://www.web-whatsapp.es/? id = extension Greetings, WhatsApp Team 19:31 • through SIM 1",es,phishing-account alarm
Ei-NTkeU0AAf4JP.jpg,"I often report spam sms like this to @Telkomsel and also to @aduanBRTI. The answer from Telkomsel cm &quot;apologies for the inconvenience experienced&quot;, one day later another SMS like this appeared. https://t.co/keLQUq3WK3","&quot;Last Info...!! Your congratulations are official T-select Get Cash Rp. 175,000,000 Dr PT.LAZADA. Your winning ID code is &quot;KBR99D7&quot; U / Info click: www.undianlazada2020.gq",id,scam-prize
EXVH837VAAEt7D4.jpg,PHISHING CARE: SMS is coming from this phone +34 634 67 84 59 indicating that your account is blocked. https://t.co/MEMI4tWJ6B,&quot;Santander - ES&quot;: User disabled for security reasons. www.bit.ly/ 3b9MMJN activate now V,es,phishing-account alarm
EHaIG6wW4AEekDP.jpg,"@BBVA_Mex Impersonation, I received an SMS from you with a link to enter sensitive data from my account. Beware of phishing https://t.co/mdxQti8emA",Alerts &amp; BBVA-: Due to an error in your IBBVA account. For your last move it is necessary to activate your mobile alerts in bbvamx24.in/Mx to do it.,es,phishing-account alarm
EuIBTnbUYAIekvk.jpg,"Yet another SMS phishing attack on Royal Mail &amp; Lloyds customers. /cc @RoyalMail @LloydsBank 

#CyberSecurity #InfoSec #Phishing https://t.co/qqUPoz6fCd","LLOYDS : A payment was attempted from a new device . If this was not you , please visit : payee securesite.com",en,phishing-account alarm
EUdXt4sWsAUlfxq.jpg,I just received an SMS phishing. So that you are alert. # CiberCOVID19 #cybersecurity https://t.co/NY8liFn4FC,&quot;Bankia - ES&quot;: User disabled for security reasons. www.bit.ly/2w activate now and,es,phishing-account alarm
EzrizuAXIAQaRvR.jpg,"Beware of a scam text message - purporting to be from a package delivery firm - that tries to fool users into installing malicious Android spyware ('Flubot'). As ever be very wary of links in SMS messages. 

BBC Tech News story: https://t.co/0PZ8XMJ65T https://t.co/x9xL6XQ4gE","DHL : Your parcel is arriving , track here : http://demo.mipunet.cn/a/ ? Irwlaoj8e066",en,scam-delivery
ExY09DjXMAA9XrA.jpg,Hi @Rabobank. Phishing SMS received. Please take action! https://t.co/s06ORDvh1g,https : // payment request.rabobank.nl/ payment request / ? id = s - gygce - Qe- hTa7tMorg,nl,phishing-financial
EOeaHfUXkAED2T3.jpg,Dear @Bitly what are you doing to combat phishing scams using your services? This fake @Argos_Online prize link in SMS has had 43 clicks already. https://t.co/6WZJ6kxD3F,"ARGOS - Congratulations , you've won the £ 500 gift . Don't miss out ! Your gift is valid until Sun 19th January : https : // bit.ly/ARGOS-3aii8hV",en,scam-prize
EAZAdiwUEAA7Nt2.jpg,"YTH @kemkominfo, how come there are still a lot of spam sms, even though simcard activation has gone through KK etc., but a lot of spam numbers still appear. in a day can receive from various numbers. I complained to @aduanBRTI but new numbers keep showing up. https://t.co/DmYLiz3Ryd","Look for credit agents, data, pulse tokens ALL &gt; OPERATOR V.5 &gt; 4150 V.10 &gt; 8150 V.20 &gt; 18150 Interested type REGISTER * NAME * CITY * NOHP SEND WA 085335558634 www.server-pulsa.online",id,spam-promo
EvqWC7fXEAcJBtp.jpg,"⚠ ANOTHER WARNING!

Another report of people receiving scam notifications after ordering a PS5! This time it's an SMS message claiming to be from Royal Mail. DO NOT CLICK THE LINKS OR PAY THEM ANYTHING! These are a scam and people do fall for them! They have been reported! https://t.co/Wwhf5kigjv","Royal Mail : Your Package Has A £ 2.99 Shipping Fee , To Pay This Now Please visit : uk - royal - mail fees.com action will be taken if you do not pay this fee .",en,scam-delivery
Enl9J6fXcAA4nHP.jpg,I will edit to add this current Colissimo SMS scam / phishing. Nothing really new. The payment site is a fitness site 😅 https://t.co/3usY4PmTw8,"We have tried to deliver your LP995215701FR package, but there is no postage. Follow the instructions here: https://bit.do/fLkeJ",fr,scam-delivery
EL-QleFVAAAzvIW.jpg,"@Paytm , 
This is fraudulent SMS, I received today. It pretends to be coming from PAYTM, but note the spellings.

Possible next action is swiping my account, if i fall prey!!

#Phishing https://t.co/NYF2HkdYtm",Dear PYATM customer your Pyatm KYC has been suspended.Pyatm office PH 6294634102 Immediately.Your account will block within 24hr.Thank you pyatm team,en,phishing-account alarm
D-hPv0oUEAAA20D.jpg,"[1] you know, you got spam sms again, so what&#39;s the use of registering with a unique ID card? @Telkomsel @aduanBRTI @OmbudsmanRI137 @alvinlie21 https://t.co/FPgdFvlUky","Need money .. ?? Here is the solution. Easy terms, safe, reliable and trustworthy. Interests Chat, WA: 082346877759",id,spam-loan
ESbgI12VAAEa2Jv.jpg,"@aduanBRTI please block this spam sms no, thank you https://t.co/rAw0SSBo4l",5-300 MILLION LOANS BPKB MBL / MTR BNGA FLAT / YEAR CASH BACK 500-1 M OFFICIAL &amp; TRUSTED Cab. SEINDONESIA,id,spam-loan
Ezfh4OcXIAIbXuh.jpg,Received a scam sms from supposedly ING last week and now from &quot;DigiD&quot;. 🙄 https://t.co/hAV7qef3Bm,+31621331297 06:40 [ ING ] : On 17-04-2021 € 603.79 euros will be debited from your account. Isn&#39;t this right? Then check this direct debit order via: s.id/ing-cancellation,nl,scam-financial
D2ECZrfU8AIybo1.jpg,"spam via sms starts to bother, and like this there is no point in us firmly choosing @prabowo #YangTerbaikPrabowoSandi #YangTerbaikPrabowoSandi https://t.co/38tJngY28z",The New Association of Indonesian Muslimahs declared their support for pair number 01 Jokowi Maoruf. This couple is considered to have a vision to advance the community program . 2 SMS 23:02,id,spam-vote
Eeoc2x4UwAENUFk.jpg,"@Telkomsel so that there is no spam like this, what if the SMS rate is expensive? @kartuHalo @simPATI @Kartu_As https://t.co/jImrQnFndC","If CC / KTA makes you a burden, our office can help close in installments according to your ability &amp; DISCOUNT in full 40 ~ 60 %, interested in info, PRINCESS WA 085780532403",id,spam-loan
EYXP_9BU0AA2I98.jpg,@aduanBRTI please block this scam/spam sms https://t.co/5IH5daedXk,Sorry to disturb. We from KOPERASI offer loans for those of you who need business capital to serve loans of Rp. 5 million - 300 million U / Info 082196387716,id,spam-loan
Dx0IhQAU8AAxkZm.jpg,@SobatHAPE Kumpulan sms spam https://t.co/fA6uomnwgl,"I&#39;m REZKY in BRUNAI looking for someone who is trustworthy and I trust to hand over my finances 9.9 For the future in Indonesia, if you want to help, please call 085298472047",id,scam-financial
DyGFuX5UwAEMKpY.jpg,"httphreak:// f09285 dot upd023 dot db dot b4-13 dot us

you might have received the above URL, with ""."" instead of ""dot"", via SMS on your phone! 

Did I mention it's a Phishing SMS? #SMSishing 

#Security #Phishing #BankofAmerica 
.@BankofAmerica https://t.co/yvqa8buCYc",FRM : 9123035 SUBJ : # MSG : Attention ! VISIT f09285.upd023.db.b4-13.us,en,scam-other
EKVpmITUcAAyqxF.jpg,"jfc please tell me this is just an SMS phishing attempt, and not our actual congressman. https://t.co/FG0WBAjU54",???? my name It's your Congressman ??? Jimmy Gomez ??? checking in to hear what issues are important to you . Can you take a quick survey ? ?????? http://txt.hn/jpzR15 STOP2 stop,en,scam-other
